Common Question Text (group),Common Question ID,Year ID,RowHeaderID,Network or School,Group By,Color Coding,Color Coding (group),Response Text,% of Total Count of Respondents,Count of Respondents,Show N's,% of Total Distinct count of Respondent ID
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland High School,All Students,530C,530C,Neither Disagree Nor Agree,32.441471572%,388,388,32.441471572%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland High School,All Students,520B,520B,Disagree,7.441471572%,89,89,7.441471572%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland High School,All Students,510A,510A,Strongly Disagree,7.107023411%,85,85,7.107023411%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland High School,All Students,,,Did not answer,4.598662207%,55,55,4.598662207%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland International HS,All Students,551E,551E,Strongly Agree,28.220858896%,46,46,28.220858896%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland International HS,All Students,541D,541D,Agree,39.877300613%,65,65,39.877300613%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland International HS,All Students,530C,530C,Neither Disagree Nor Agree,14.110429448%,23,23,14.110429448%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland International HS,All Students,520B,520B,Disagree,6.134969325%,10,10,6.134969325%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland International HS,All Students,510A,510A,Strongly Disagree,6.134969325%,10,10,6.134969325%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland International HS,All Students,,,Did not answer,5.521472393%,9,9,5.521472393%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland Technical High School,All Students,551E,551E,Strongly Agree,11.299435028%,160,160,11.299435028%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland Technical High School,All Students,541D,541D,Agree,40.112994350%,568,568,40.112994350%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland Technical High School,All Students,530C,530C,Neither Disagree Nor Agree,26.977401130%,382,382,26.977401130%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland Technical High School,All Students,520B,520B,Disagree,8.545197740%,121,121,8.545197740%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland Technical High School,All Students,510A,510A,Strongly Disagree,6.285310734%,89,89,6.285310734%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Oakland Technical High School,All Students,,,Did not answer,6.779661017%,96,96,6.779661017%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Ralph J Bunche High School,All Students,551E,551E,Strongly Agree,8.139534884%,7,7,8.139534884%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Ralph J Bunche High School,All Students,541D,541D,Agree,22.093023256%,19,19,22.093023256%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Ralph J Bunche High School,All Students,530C,530C,Neither Disagree Nor Agree,44.186046512%,38,38,44.186046512%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Ralph J Bunche High School,All Students,520B,520B,Disagree,12.790697674%,11,11,12.790697674%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Ralph J Bunche High School,All Students,510A,510A,Strongly Disagree,5.813953488%,5,5,5.813953488%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Ralph J Bunche High School,All Students,,,Did not answer,6.976744186%,6,6,6.976744186%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale (Newcomer),All Students,551E,551E,Strongly Agree,21.428571429%,12,12,21.428571429%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale (Newcomer),All Students,541D,541D,Agree,30.357142857%,17,17,30.357142857%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale (Newcomer),All Students,530C,530C,Neither Disagree Nor Agree,8.928571429%,5,5,8.928571429%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale (Newcomer),All Students,520B,520B,Disagree,3.571428571%,2,2,3.571428571%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale (Newcomer),All Students,510A,510A,Strongly Disagree,14.285714286%,8,8,14.285714286%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale (Newcomer),All Students,,,Did not answer,21.428571429%,12,12,21.428571429%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale Continuation,All Students,551E,551E,Strongly Agree,6.315789474%,6,6,6.315789474%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale Continuation,All Students,541D,541D,Agree,33.684210526%,32,32,33.684210526%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale Continuation,All Students,530C,530C,Neither Disagree Nor Agree,33.684210526%,32,32,33.684210526%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale Continuation,All Students,520B,520B,Disagree,3.157894737%,3,3,3.157894737%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale Continuation,All Students,510A,510A,Strongly Disagree,9.473684211%,9,9,9.473684211%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Rudsdale Continuation,All Students,,,Did not answer,13.684210526%,13,13,13.684210526%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Skyline High School,All Students,551E,551E,Strongly Agree,6.919642857%,93,93,6.919642857%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Skyline High School,All Students,541D,541D,Agree,28.794642857%,387,387,28.794642857%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Skyline High School,All Students,530C,530C,Neither Disagree Nor Agree,38.392857143%,516,516,38.392857143%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Skyline High School,All Students,520B,520B,Disagree,11.755952381%,158,158,11.755952381%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Skyline High School,All Students,510A,510A,Strongly Disagree,8.110119048%,109,109,8.110119048%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Skyline High School,All Students,,,Did not answer,6.026785714%,81,81,6.026785714%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Sojourner Truth Independent Study,All Students,551E,551E,Strongly Agree,19.090909091%,21,21,19.090909091%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Sojourner Truth Independent Study,All Students,541D,541D,Agree,44.545454545%,49,49,44.545454545%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Sojourner Truth Independent Study,All Students,530C,530C,Neither Disagree Nor Agree,22.727272727%,25,25,22.727272727%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Sojourner Truth Independent Study,All Students,520B,520B,Disagree,1.818181818%,2,2,1.818181818%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Sojourner Truth Independent Study,All Students,510A,510A,Strongly Disagree,5.454545455%,6,6,5.454545455%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Sojourner Truth Independent Study,All Students,,,Did not answer,6.363636364%,7,7,6.363636364%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Street Academy,All Students,551E,551E,Strongly Agree,3%,3,3,3%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Street Academy,All Students,541D,541D,Agree,30%,30,30,30%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Street Academy,All Students,530C,530C,Neither Disagree Nor Agree,35%,35,35,35%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Street Academy,All Students,520B,520B,Disagree,14%,14,14,14%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Street Academy,All Students,510A,510A,Strongly Disagree,11%,11,11,11%
I am happy to be at this school.,12,2017-18,A22_A34:A23,Street Academy,All Students,,,Did not answer,7%,7,7,7%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Bret Harte Middle School,All Students,551E,551E,Strongly Agree,29.761904762%,25,25,29.761904762%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Bret Harte Middle School,All Students,541D,541D,Agree,38.095238095%,32,32,38.095238095%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Bret Harte Middle School,All Students,530C,530C,Neither Agree Nor Disagree,3.571428571%,3,3,3.571428571%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Bret Harte Middle School,All Students,520B,520B,Disagree,3.571428571%,3,3,3.571428571%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Bret Harte Middle School,All Students,510A,510A,Strongly Disagree,7.142857143%,6,6,7.142857143%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Bret Harte Middle School,All Students,,,Did not answer,17.857142857%,15,15,17.857142857%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Castlemont High School,All Students,551E,551E,Strongly Agree,20.710059172%,35,35,20.710059172%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Castlemont High School,All Students,541D,541D,Agree,28.402366864%,48,48,28.402366864%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Castlemont High School,All Students,530C,530C,Neither Agree Nor Disagree,26.627218935%,45,45,26.627218935%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Castlemont High School,All Students,520B,520B,Disagree,8.284023669%,14,14,8.284023669%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Castlemont High School,All Students,510A,510A,Strongly Disagree,5.325443787%,9,9,5.325443787%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Castlemont High School,All Students,,,Did not answer,10.650887574%,18,18,10.650887574%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Coliseum College Prep Academy,All Students,551E,551E,Strongly Agree,9.770114943%,17,17,9.770114943%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Coliseum College Prep Academy,All Students,541D,541D,Agree,29.310344828%,51,51,29.310344828%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Coliseum College Prep Academy,All Students,530C,530C,Neither Agree Nor Disagree,43.678160920%,76,76,43.678160920%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Coliseum College Prep Academy,All Students,520B,520B,Disagree,5.172413793%,9,9,5.172413793%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Coliseum College Prep Academy,All Students,510A,510A,Strongly Disagree,9.770114943%,17,17,9.770114943%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Coliseum College Prep Academy,All Students,,,Did not answer,2.298850575%,4,4,2.298850575%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Community Day,All Students,551E,551E,Strongly Agree,5.555555556%,1,1,5.555555556%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Community Day,All Students,541D,541D,Agree,22.222222222%,4,4,22.222222222%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Community Day,All Students,530C,530C,Neither Agree Nor Disagree,27.777777778%,5,5,27.777777778%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Community Day,All Students,520B,520B,Disagree,11.111111111%,2,2,11.111111111%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Community Day,All Students,510A,510A,Strongly Disagree,22.222222222%,4,4,22.222222222%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Community Day,All Students,,,Did not answer,11.111111111%,2,2,11.111111111%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Dewey Academy,All Students,551E,551E,Strongly Agree,10.204081633%,10,10,10.204081633%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Dewey Academy,All Students,541D,541D,Agree,33.673469388%,33,33,33.673469388%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Dewey Academy,All Students,530C,530C,Neither Agree Nor Disagree,33.673469388%,33,33,33.673469388%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Dewey Academy,All Students,520B,520B,Disagree,7.142857143%,7,7,7.142857143%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Dewey Academy,All Students,510A,510A,Strongly Disagree,7.142857143%,7,7,7.142857143%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Dewey Academy,All Students,,,Did not answer,8.163265306%,8,8,8.163265306%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Fremont High School,All Students,551E,551E,Strongly Agree,25%,83,83,25%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Fremont High School,All Students,541D,541D,Agree,34.337349398%,114,114,34.337349398%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Fremont High School,All Students,530C,530C,Neither Agree Nor Disagree,22.289156627%,74,74,22.289156627%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Fremont High School,All Students,520B,520B,Disagree,4.819277108%,16,16,4.819277108%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Fremont High School,All Students,510A,510A,Strongly Disagree,6.024096386%,20,20,6.024096386%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Fremont High School,All Students,,,Did not answer,7.530120482%,25,25,7.530120482%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Gateway to College,All Students,551E,551E,Strongly Agree,39.534883721%,17,17,39.534883721%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Gateway to College,All Students,541D,541D,Agree,44.186046512%,19,19,44.186046512%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Gateway to College,All Students,530C,530C,Neither Agree Nor Disagree,4.651162791%,2,2,4.651162791%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Gateway to College,All Students,510A,510A,Strongly Disagree,4.651162791%,2,2,4.651162791%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Gateway to College,All Students,,,Did not answer,6.976744186%,3,3,6.976744186%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Life Academy,All Students,551E,551E,Strongly Agree,7.692307692%,11,11,7.692307692%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Life Academy,All Students,541D,541D,Agree,26.573426573%,38,38,26.573426573%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Life Academy,All Students,530C,530C,Neither Agree Nor Disagree,37.762237762%,54,54,37.762237762%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Life Academy,All Students,520B,520B,Disagree,11.188811189%,16,16,11.188811189%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Life Academy,All Students,510A,510A,Strongly Disagree,13.286713287%,19,19,13.286713287%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Life Academy,All Students,,,Did not answer,3.496503497%,5,5,3.496503497%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Madison Park Academy 6-12,All Students,551E,551E,Strongly Agree,4.477611940%,6,6,4.477611940%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Madison Park Academy 6-12,All Students,541D,541D,Agree,20.895522388%,28,28,20.895522388%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Madison Park Academy 6-12,All Students,530C,530C,Neither Agree Nor Disagree,35.074626866%,47,47,35.074626866%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Madison Park Academy 6-12,All Students,520B,520B,Disagree,12.686567164%,17,17,12.686567164%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Madison Park Academy 6-12,All Students,510A,510A,Strongly Disagree,11.194029851%,15,15,11.194029851%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,Madison Park Academy 6-12,All Students,,,Did not answer,15.671641791%,21,21,15.671641791%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,McClymonds HS,All Students,551E,551E,Strongly Agree,7.804878049%,16,16,7.804878049%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,McClymonds HS,All Students,541D,541D,Agree,25.365853659%,52,52,25.365853659%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,McClymonds HS,All Students,530C,530C,Neither Agree Nor Disagree,38.536585366%,79,79,38.536585366%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,McClymonds HS,All Students,520B,520B,Disagree,8.292682927%,17,17,8.292682927%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,McClymonds HS,All Students,510A,510A,Strongly Disagree,9.268292683%,19,19,9.268292683%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,McClymonds HS,All Students,,,Did not answer,10.731707317%,22,22,10.731707317%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,MetWest High School,All Students,551E,551E,Strongly Agree,20%,22,22,20%
I am happy to be at this school.,12,2018-19,OAK11_OAK32:OAK24_OAK23,MetWest High School,All Students,541D,541D,Agree,39.090909091%,43,43,39.090909091%
